scene_id	sigma	r	noise_before	noise_after
513	0.15	0.01	0.39650145	0.2540259
513	0.15	0.01	0.3622221	0.16150767
514	0.15	0.01	0.3503338	0.25496256
514	0.15	0.01	0.35218266	0.14007735
515	0.15	0.01	0.35842055	0.25712118
515	0.15	0.01	0.3465748	0.1305517
516	0.15	0.01	0.38649836	0.28162938
516	0.15	0.01	0.34694368	0.13666768
517	0.15	0.01	0.3656291	0.22983456
517	0.15	0.01	0.34163463	0.13654032
518	0.15	0.01	0.37730676	0.2305544
518	0.15	0.01	0.34864044	0.11657684
519	0.15	0.01	0.36894357	0.22631666
519	0.15	0.01	0.3589813	0.16553965
520	0.15	0.01	0.35922337	0.41783425
520	0.15	0.01	0.35187602	0.15790075
521	0.15	0.01	0.36402243	0.3491434
521	0.15	0.01	0.36596432	0.13741575
522	0.15	0.01	0.37002861	0.35247365
522	0.15	0.01	0.3353391	0.1403523
523	0.15	0.01	0.38171852	0.57178956
523	0.15	0.01	0.34234828	0.15711418
524	0.15	0.01	0.3745899	0.30008593
524	0.15	0.01	0.37486073	0.15390378
525	0.15	0.01	0.34772596	0.3084006
525	0.15	0.01	0.3617714	0.14777859
526	0.15	0.01	0.35993314	0.26543954
526	0.15	0.01	0.36243618	0.14083387
527	0.15	0.01	0.38424614	0.27912283
527	0.15	0.01	0.36767662	0.16026142
528	0.15	0.01	0.35772458	0.28991377
528	0.15	0.01	0.38784108	0.17035276
529	0.15	0.01	0.37407443	0.30938154
529	0.15	0.01	0.38445014	0.18288852
530	0.15	0.01	0.35269982	0.34970367
530	0.15	0.01	0.37280843	0.17134273
531	0.15	0.01	0.3684325	0.4375079
531	0.15	0.01	0.37577584	0.1500133
532	0.15	0.01	0.3562564	0.4033143
532	0.15	0.01	0.3953834	0.13694054
533	0.15	0.01	0.34818727	0.5521386
533	0.15	0.01	0.3760737	0.13227862
534	0.15	0.01	0.3530464	0.3444861
534	0.15	0.01	0.400088	0.18699338
535	0.15	0.01	0.3515788	0.33232594
535	0.15	0.01	0.3963051	0.129342
536	0.15	0.01	0.35149196	0.30192262
536	0.15	0.01	0.3838532	0.15630898
537	0.15	0.01	0.34736276	0.28538397
537	0.15	0.01	0.3999303	0.18024772
538	0.15	0.01	0.37907705	0.27648363
538	0.15	0.01	0.39040306	0.17833813
539	0.15	0.01	0.3669876	0.28374854
539	0.15	0.01	0.37334737	0.1498047
540	0.15	0.01	0.38028243	0.22441259
540	0.15	0.01	0.3872025	0.16275829
541	0.15	0.01	0.3615975	0.25850594
541	0.15	0.01	0.40650284	0.18067251
542	0.15	0.01	0.3818418	0.2798283
542	0.15	0.01	0.39775124	0.15937634
543	0.15	0.01	0.3916012	0.26506305
543	0.15	0.01	0.39980996	0.15933843
544	0.15	0.01	0.39986533	0.27581096
544	0.15	0.01	0.41629243	0.15300211
545	0.15	0.01	0.3981221	0.22903794
545	0.15	0.01	0.4263789	0.16853008
546	0.15	0.01	0.381731	0.32742828
546	0.15	0.01	0.39219677	0.15523799
547	0.15	0.01	0.38583592	0.2136119
547	0.15	0.01	0.40447673	0.15596366
548	0.15	0.01	0.39805266	0.27582997
548	0.15	0.01	0.39792114	0.15314816
549	0.15	0.01	0.3589843	0.2699787
549	0.15	0.01	0.3854109	0.17331053
550	0.15	0.01	0.3761136	0.24491182
550	0.15	0.01	0.409771	0.16099499
551	0.15	0.01	0.35400176	0.27852923
551	0.15	0.01	0.4193889	0.18830508
552	0.15	0.01	0.35860434	0.31873438
552	0.15	0.01	0.3948906	0.17002411
553	0.15	0.01	0.36093178	0.42221585
553	0.15	0.01	0.43066588	0.16902204
554	0.15	0.01	0.3663715	0.30891368
554	0.15	0.01	0.37739313	0.1542548
555	0.15	0.01	0.37558067	0.30619845
555	0.15	0.01	0.41099668	0.16585167
556	0.15	0.01	0.34627438	0.33889443
556	0.15	0.01	0.39977413	0.15304956
557	0.15	0.01	0.33897156	0.28687522
557	0.15	0.01	0.39503947	0.18831538
558	0.15	0.01	0.3486272	0.30527925
558	0.15	0.01	0.37640312	0.16830954
559	0.15	0.01	0.34448415	0.31404147
559	0.15	0.01	0.38269654	0.16888328
560	0.15	0.01	0.38279083	0.3438602
560	0.15	0.01	0.384484	0.17186412
561	0.15	0.01	0.37255096	0.5369855
561	0.15	0.01	0.38539505	0.18079486
562	0.15	0.01	0.38755107	0.5861776
562	0.15	0.01	0.38432106	0.16266613
563	0.15	0.01	0.38075864	0.30931872
563	0.15	0.01	0.3618015	0.16125177
564	0.15	0.01	0.36480972	0.38278008
564	0.15	0.01	0.35354888	0.16508639
565	0.15	0.01	0.3798233	0.34334895
565	0.15	0.01	0.3752903	0.16808899
566	0.15	0.01	0.38275486	0.3688743
566	0.15	0.01	0.3643886	0.17198914
567	0.15	0.01	0.3718074	0.19033228
567	0.15	0.01	0.35095817	0.16399218
568	0.15	0.01	0.3908148	0.16758911
568	0.15	0.01	0.36005852	0.19335867
569	0.15	0.01	0.3753828	0.3967404
569	0.15	0.01	0.3614621	0.18474874
570	0.15	0.01	0.39694062	0.65290105
570	0.15	0.01	0.35846248	0.16768865
571	0.15	0.01	0.37742683	0.56167966
571	0.15	0.01	0.3302166	0.13291459
572	0.15	0.01	0.38264775	0.45392007
572	0.15	0.01	0.35625744	0.17038558
573	0.15	0.01	0.3752312	0.17446871
573	0.15	0.01	0.35334694	0.17964788
574	0.15	0.01	0.37467274	0.16052884
574	0.15	0.01	0.35551262	0.18064846
575	0.15	0.01	0.37152517	0.17021678
575	0.15	0.01	0.3438211	0.22756352
576	0.15	0.01	0.3772413	0.16421232
576	0.15	0.01	0.33263457	0.2412891
577	0.15	0.01	0.37272114	0.3344457
577	0.15	0.01	0.33570367	0.22272138
578	0.15	0.01	0.3848171	0.5810026
578	0.15	0.01	0.3574172	0.2081312
579	0.15	0.01	0.35354462	0.41698033
579	0.15	0.01	0.34470528	0.20981082
580	0.15	0.01	0.36698288	0.482816
580	0.15	0.01	0.3482112	0.32664216
581	0.15	0.01	0.37652162	0.24187341
581	0.15	0.01	0.35511073	0.3807946
582	0.15	0.01	0.37073365	0.37939012
582	0.15	0.01	0.36557138	0.25517318
583	0.15	0.01	0.39992195	0.17767791
583	0.15	0.01	0.34940505	0.18640402
584	0.15	0.01	0.38075337	0.16258354
584	0.15	0.01	0.36781394	0.18281378
585	0.15	0.01	0.36247024	0.17951368
585	0.15	0.01	0.35710979	0.18190862
586	0.15	0.01	0.37569335	0.17371169
586	0.15	0.01	0.35988557	0.15775448
587	0.15	0.01	0.3866656	0.17377737
587	0.15	0.01	0.3517286	0.14446123
588	0.15	0.01	0.38513726	0.19059582
588	0.15	0.01	0.35198855	0.16409418
589	0.15	0.01	0.35951614	0.20487066
589	0.15	0.01	0.37345454	0.1490843
590	0.15	0.01	0.40912864	0.24007443
590	0.15	0.01	0.34234178	0.14046016
591	0.15	0.01	0.39341095	0.2588261
591	0.15	0.01	0.35476714	0.14593351
592	0.15	0.01	0.38606602	0.26217207
592	0.15	0.01	0.35442838	0.12908092
593	0.15	0.01	0.36524585	0.3495929
593	0.15	0.01	0.36531666	0.14608586
594	0.15	0.01	0.38396293	0.39362404
594	0.15	0.01	0.33232644	0.14352638
595	0.15	0.01	0.3523685	0.30085278
595	0.15	0.01	0.35886776	0.14231104
596	0.15	0.01	0.3489042	0.33621892
596	0.15	0.01	0.34574723	0.13950619
597	0.15	0.01	0.34481978	0.2897194
597	0.15	0.01	0.33951682	0.13604817
598	0.15	0.01	0.36302188	0.6803859
598	0.15	0.01	0.33233628	0.1313848
599	0.15	0.01	0.33264837	0.35828507
599	0.15	0.01	0.3344285	0.14476599
600	0.15	0.01	0.3488226	0.5229689
600	0.15	0.01	0.3437208	0.14378183
601	0.15	0.01	0.38721886	0.2640441
601	0.15	0.01	0.33727592	0.13689584
602	0.15	0.01	0.35794494	0.34925407
602	0.15	0.01	0.3713075	0.16577491
603	0.15	0.01	0.3929603	0.24427548
603	0.15	0.01	0.35283387	0.13588628
604	0.15	0.01	0.36956796	0.30402583
604	0.15	0.01	0.34472755	0.14057352
605	0.15	0.01	0.35437253	0.20770559
605	0.15	0.01	0.35916057	0.16138814
606	0.15	0.01	0.36065617	0.31730306
606	0.15	0.01	0.34836528	0.13817888
607	0.15	0.01	0.37073976	0.22417359
607	0.15	0.01	0.37734926	0.15042496
608	0.15	0.01	0.390374	0.28679496
608	0.15	0.01	0.34322166	0.1269111
609	0.15	0.01	0.36507472	0.30208287
609	0.15	0.01	0.3546001	0.13902509
610	0.15	0.01	0.38599455	0.29077813
610	0.15	0.01	0.35042384	0.14343755
611	0.15	0.01	0.40645817	0.35556376
611	0.15	0.01	0.35100484	0.15137446
612	0.15	0.01	0.39425415	0.25119692
612	0.15	0.01	0.36628032	0.16148594
613	0.15	0.01	0.4096639	0.2842652
613	0.15	0.01	0.36108148	0.15482424
614	0.15	0.01	0.41497272	0.3717459
614	0.15	0.01	0.36687997	0.1687862
615	0.15	0.01	0.4325244	0.30341008
615	0.15	0.01	0.35351858	0.15182033
616	0.15	0.01	0.4167478	0.40024188
616	0.15	0.01	0.34604028	0.15563215
617	0.15	0.01	0.42174953	0.31251976
617	0.15	0.01	0.34593296	0.15867697
618	0.15	0.01	0.3570099	0.22207688
618	0.15	0.01	0.3698061	0.17767715
619	0.15	0.01	0.3541534	0.24268745
619	0.15	0.01	0.353082	0.124686345
620	0.15	0.01	0.34497148	0.2940851
620	0.15	0.01	0.372714	0.13518114
621	0.15	0.01	0.36806682	0.3019536
621	0.15	0.01	0.36670566	0.19358732
622	0.15	0.01	0.35987818	0.2278604
622	0.15	0.01	0.37202775	0.16232716
623	0.15	0.01	0.37881887	0.34714317
623	0.15	0.01	0.3541734	0.20129824
624	0.15	0.01	0.39097992	0.24595888
624	0.15	0.01	0.34619227	0.15168816
625	0.15	0.01	0.3863325	0.33403298
625	0.15	0.01	0.35723454	0.17353295
626	0.15	0.01	0.38140887	0.2976302
626	0.15	0.01	0.36890143	0.18974441
627	0.15	0.01	0.41798946	0.35577282
627	0.15	0.01	0.3474289	0.15516114
628	0.15	0.01	0.39764968	0.3262545
628	0.15	0.01	0.3576392	0.19489807
629	0.15	0.01	0.3995605	0.32480085
629	0.15	0.01	0.36597714	0.18980499
630	0.15	0.01	0.41071457	0.36345467
630	0.15	0.01	0.34610078	0.19658265
631	0.15	0.01	0.42133236	0.25498706
631	0.15	0.01	0.36374336	0.17365226
632	0.15	0.01	0.4236372	0.3864235
632	0.15	0.01	0.3434347	0.15698493
633	0.15	0.01	0.42189485	0.24019024
633	0.15	0.01	0.35164165	0.17986517
634	0.15	0.01	0.39421093	0.2529346
634	0.15	0.01	0.3463003	0.1920542
635	0.15	0.01	0.38770282	0.32083842
635	0.15	0.01	0.33848122	0.16765212
636	0.15	0.01	0.35423118	0.24787281
636	0.15	0.01	0.32642117	0.17287534
637	0.15	0.01	0.35950893	0.31584144
637	0.15	0.01	0.35216004	0.18620397
638	0.15	0.01	0.4006507	0.2841405
638	0.15	0.01	0.3460503	0.1753752
639	0.15	0.01	0.3981461	0.21981415
639	0.15	0.01	0.35166183	0.16939028
640	0.15	0.01	0.38784164	0.27485183
640	0.15	0.01	0.36112025	0.21269113
641	0.15	0.01	0.38697731	0.34185275
641	0.15	0.01	0.3332657	0.14797397
642	0.15	0.01	0.38348284	0.30796063
642	0.15	0.01	0.3448228	0.13673893
643	0.15	0.01	0.36874598	0.30008122
643	0.15	0.01	0.35013816	0.12912063
644	0.15	0.01	0.35298848	0.23543909
644	0.15	0.01	0.3593403	0.1487117
645	0.15	0.01	0.35374135	0.27682027
645	0.15	0.01	0.3399895	0.14337568
646	0.15	0.01	0.37815785	0.25120145
646	0.15	0.01	0.34582448	0.14026795
647	0.15	0.01	0.38838977	0.22303572
647	0.15	0.01	0.34168226	0.13583018
648	0.15	0.01	0.3577578	0.2089519
648	0.15	0.01	0.35118487	0.15917416
649	0.15	0.01	0.3706038	0.2717352
649	0.15	0.01	0.34869143	0.14422151
650	0.15	0.01	0.3909646	0.32200265
650	0.15	0.01	0.34173667	0.1553405
651	0.15	0.01	0.3853028	0.33306354
651	0.15	0.01	0.36315763	0.13998516
652	0.15	0.01	0.38630053	0.34595093
652	0.15	0.01	0.33710727	0.11472822
653	0.15	0.01	0.38295695	0.29524016
653	0.15	0.01	0.34493163	0.13148318
654	0.15	0.01	0.35626847	0.34094208
654	0.15	0.01	0.35489845	0.1437575
655	0.15	0.01	0.342204	0.25042748
655	0.15	0.01	0.337337	0.13234095
656	0.15	0.01	0.3782346	0.24674141
656	0.15	0.01	0.33846232	0.13540588
657	0.15	0.01	0.35465446	0.34270686
657	0.15	0.01	0.36041656	0.15333325
658	0.15	0.01	0.38230878	0.26301098
658	0.15	0.01	0.3277828	0.1543722
659	0.15	0.01	0.3943247	0.24692965
659	0.15	0.01	0.33993348	0.14924067
660	0.15	0.01	0.39298975	0.26756373
660	0.15	0.01	0.345135	0.12216861
661	0.15	0.01	0.37741005	0.38092902
661	0.15	0.01	0.3560641	0.14064382
662	0.15	0.01	0.36909625	0.31258136
662	0.15	0.01	0.33349136	0.13770539
663	0.15	0.01	0.370069	0.3161115
663	0.15	0.01	0.35845324	0.14694248
664	0.15	0.01	0.3700955	0.25773007
664	0.15	0.01	0.3558002	0.13921495
665	0.15	0.01	0.38876244	0.26032507
665	0.15	0.01	0.33706924	0.1394187
666	0.15	0.01	0.3781505	0.24265057
666	0.15	0.01	0.35359234	0.15092677
667	0.15	0.01	0.41438112	0.26297385
667	0.15	0.01	0.36159995	0.15325277
668	0.15	0.01	0.39446568	0.25272772
668	0.15	0.01	0.3567133	0.13788155
669	0.15	0.01	0.39708385	0.27066442
669	0.15	0.01	0.34842438	0.14720745
670	0.15	0.01	0.40561917	0.2666837
670	0.15	0.01	0.3516737	0.14006
671	0.15	0.01	0.39549693	0.30772123
671	0.15	0.01	0.33977386	0.15084562
672	0.15	0.01	0.40501243	0.32778072
672	0.15	0.01	0.34031993	0.1230556
673	0.15	0.01	0.4094574	0.2907744
673	0.15	0.01	0.3529329	0.15201797
674	0.15	0.01	0.41821158	0.47947326
674	0.15	0.01	0.34237346	0.15604402
675	0.15	0.01	0.4293539	0.28720975
675	0.15	0.01	0.3586106	0.16074888
676	0.15	0.01	0.41691822	0.23407064
676	0.15	0.01	0.35114068	0.13939562
677	0.15	0.01	0.39088845	0.17594701
677	0.15	0.01	0.35370225	0.1406356
678	0.15	0.01	0.40844908	0.19873995
678	0.15	0.01	0.33408684	0.137092
679	0.15	0.01	0.42615587	0.1613223
679	0.15	0.01	0.34739497	0.13521792
680	0.15	0.01	0.40897542	0.20189938
680	0.15	0.01	0.3405252	0.13338856
681	0.15	0.01	0.41190922	0.20641042
681	0.15	0.01	0.36901897	0.1513627
682	0.15	0.01	0.41605487	0.37920883
682	0.15	0.01	0.35510474	0.1513436
683	0.15	0.01	0.41205466	0.30343658
683	0.15	0.01	0.3573455	0.17426877
684	0.15	0.01	0.43655595	0.16928488
684	0.15	0.01	0.32895672	0.12643898
685	0.15	0.01	0.3619956	0.2643816
685	0.15	0.01	0.37317216	0.1385896
686	0.15	0.01	0.36814323	0.28288633
686	0.15	0.01	0.3673722	0.16847885
687	0.15	0.01	0.40151736	0.2966045
687	0.15	0.01	0.34469295	0.15409547
688	0.15	0.01	0.37085083	0.49218288
688	0.15	0.01	0.3422305	0.15217623
689	0.15	0.01	0.38021117	0.325607
689	0.15	0.01	0.3444355	0.13321063
690	0.15	0.01	0.37535328	0.3857032
690	0.15	0.01	0.3594928	0.14697014
691	0.15	0.01	0.35648388	0.35473228
691	0.15	0.01	0.33639053	0.16249369
692	0.15	0.01	0.38333008	0.3021505
692	0.15	0.01	0.34697437	0.1501651
693	0.15	0.01	0.40688244	0.32473147
693	0.15	0.01	0.35204184	0.16369684
694	0.15	0.01	0.39007914	0.3236054
694	0.15	0.01	0.35596234	0.17494869
695	0.15	0.01	0.3461114	0.40485087
695	0.15	0.01	0.34207007	0.16669953
696	0.15	0.01	0.3749582	0.29891255
696	0.15	0.01	0.34877503	0.16727668
697	0.15	0.01	0.3897524	0.31787547
697	0.15	0.01	0.35048562	0.15848836
698	0.15	0.01	0.3975817	0.31972697
698	0.15	0.01	0.36488903	0.17040533
699	0.15	0.01	0.3773647	0.3921657
699	0.15	0.01	0.34397492	0.13996921
700	0.15	0.01	0.40420523	0.3006071
700	0.15	0.01	0.35816124	0.13950045
701	0.15	0.01	0.3720647	0.22979437
701	0.15	0.01	0.36219832	0.15164384
702	0.15	0.01	0.39215347	0.2475501
702	0.15	0.01	0.36564746	0.13310963
703	0.15	0.01	0.39223617	0.26454905
703	0.15	0.01	0.338803	0.15185288
704	0.15	0.01	0.4143342	0.34606022
704	0.15	0.01	0.34488663	0.14954875
705	0.15	0.01	0.40871575	0.52567714
705	0.15	0.01	0.35019892	0.17413546
706	0.15	0.01	0.396725	0.5205667
706	0.15	0.01	0.3416976	0.16445012
707	0.15	0.01	0.38417888	0.32558095
707	0.15	0.01	0.3222808	0.1718645
708	0.15	0.01	0.3857769	0.42268467
708	0.15	0.01	0.35196385	0.16265608
709	0.15	0.01	0.39671773	0.3040916
709	0.15	0.01	0.339241	0.18481582
710	0.15	0.01	0.37098628	0.25193346
710	0.15	0.01	0.3645421	0.1767196
711	0.15	0.01	0.37192422	0.29992944
711	0.15	0.01	0.37200043	0.16687422
712	0.15	0.01	0.3795682	0.29239547
712	0.15	0.01	0.35031456	0.17393032
713	0.15	0.01	0.38822716	0.31771186
713	0.15	0.01	0.34283963	0.19019774
714	0.15	0.01	0.39573252	0.3015156
714	0.15	0.01	0.35478833	0.16609794
715	0.15	0.01	0.40644595	0.4418291
715	0.15	0.01	0.33313084	0.14134827
716	0.15	0.01	0.40050852	0.3767184
716	0.15	0.01	0.33885968	0.1420481
717	0.15	0.01	0.39915788	0.40924245
717	0.15	0.01	0.35882297	0.19002399
718	0.15	0.01	0.37057358	0.34207577
718	0.15	0.01	0.33022216	0.15819044
719	0.15	0.01	0.42322093	0.4793384
719	0.15	0.01	0.32901955	0.1415835
720	0.15	0.01	0.4067913	0.29951262
720	0.15	0.01	0.35415456	0.18956779
721	0.15	0.01	0.39629382	0.24675721
721	0.15	0.01	0.34500882	0.23076364
722	0.15	0.01	0.38378555	0.6452321
722	0.15	0.01	0.3518005	0.26714754
723	0.15	0.01	0.39955157	0.30157045
723	0.15	0.01	0.3410794	0.25142467
724	0.15	0.01	0.38955346	0.28312725
724	0.15	0.01	0.36552274	0.34565145
725	0.15	0.01	0.39500305	0.303516
725	0.15	0.01	0.33976638	0.15121628
726	0.15	0.01	0.37301964	0.24859203
726	0.15	0.01	0.34192517	0.13338374
727	0.15	0.01	0.3890771	0.34509605
727	0.15	0.01	0.33587635	0.14868562
728	0.15	0.01	0.39618924	0.5187827
728	0.15	0.01	0.34159794	0.12968367
729	0.15	0.01	0.3695258	0.37032738
729	0.15	0.01	0.32244033	0.13034321
730	0.15	0.01	0.3702404	0.3172928
730	0.15	0.01	0.3496846	0.1362279
731	0.15	0.01	0.36478752	0.42430854
731	0.15	0.01	0.35828078	0.15842105
732	0.15	0.01	0.39047325	0.26340398
732	0.15	0.01	0.36856803	0.15728159
733	0.15	0.01	0.39021736	0.30999398
733	0.15	0.01	0.3506448	0.13261229
734	0.15	0.01	0.36612183	0.42564023
734	0.15	0.01	0.35029358	0.16203542
735	0.15	0.01	0.36599326	0.2422571
735	0.15	0.01	0.33672237	0.14391588
736	0.15	0.01	0.39095795	0.6204426
736	0.15	0.01	0.3433086	0.15865482
737	0.15	0.01	0.39835545	0.5333981
737	0.15	0.01	0.3556039	0.1526813
738	0.15	0.01	0.36274132	0.25046614
738	0.15	0.01	0.3438072	0.13856429
739	0.15	0.01	0.38732308	0.28861234
739	0.15	0.01	0.35284066	0.15389805
740	0.15	0.01	0.3762684	0.29047984
740	0.15	0.01	0.35814548	0.14824566
741	0.15	0.01	0.37358716	0.27668685
741	0.15	0.01	0.3415313	0.13303705
742	0.15	0.01	0.3796316	0.32419673
742	0.15	0.01	0.3611178	0.1632819
743	0.15	0.01	0.38923973	0.2601986
743	0.15	0.01	0.35790744	0.15834892
744	0.15	0.01	0.388813	0.29662737
744	0.15	0.01	0.3447095	0.13757238
745	0.15	0.01	0.41374642	0.82106864
745	0.15	0.01	0.3480711	0.15323542
746	0.15	0.01	0.383349	0.30241644
746	0.15	0.01	0.3557098	0.15267211
747	0.15	0.01	0.38036388	0.29308885
747	0.15	0.01	0.34990224	0.17778656
748	0.15	0.01	0.35685512	0.26474088
748	0.15	0.01	0.35159057	0.1917972
749	0.15	0.01	0.37681144	0.28237596
749	0.15	0.01	0.34871697	0.20752929
750	0.15	0.01	0.3695755	0.24984892
750	0.15	0.01	0.35431907	0.19136982
751	0.15	0.01	0.36562398	0.2819556
751	0.15	0.01	0.34113157	0.19174868
752	0.15	0.01	0.36962909	0.2769479
752	0.15	0.01	0.34919629	0.24272537
753	0.15	0.01	0.35382137	0.2755465
753	0.15	0.01	0.35095662	0.24750178
754	0.15	0.01	0.4014833	0.31664616
754	0.15	0.01	0.36706725	0.24196343
755	0.15	0.01	0.4021861	0.26168
755	0.15	0.01	0.36475644	0.19688597
756	0.15	0.01	0.39450932	0.21921471
756	0.15	0.01	0.33956945	0.22167695
757	0.15	0.01	0.3842203	0.24795641
757	0.15	0.01	0.34948245	0.21224919
758	0.15	0.01	0.37782672	0.27512512
758	0.15	0.01	0.34619254	0.21975645
759	0.15	0.01	0.36969617	0.32546797
759	0.15	0.01	0.3524806	0.19281934
760	0.15	0.01	0.3656503	0.37052074
760	0.15	0.01	0.34455752	0.25139344
761	0.15	0.01	0.38684583	0.30653784
761	0.15	0.01	0.36942002	0.22530602
762	0.15	0.01	0.3789323	0.25999084
762	0.15	0.01	0.35983512	0.23597044
763	0.15	0.01	0.38541335	0.27983648
763	0.15	0.01	0.3761661	0.28209484
764	0.15	0.01	0.36256582	0.2716949
764	0.15	0.01	0.34018132	0.22765377
765	0.15	0.01	0.34341213	0.35511693
765	0.15	0.01	0.356982	0.24439286
766	0.15	0.01	0.34915707	0.6180145
766	0.15	0.01	0.3668935	0.23286337
767	0.15	0.01	0.354627	0.6354945
767	0.15	0.01	0.34286216	0.2821165
768	0.15	0.01	0.3742341	0.34021914
768	0.15	0.01	0.35064995	0.25449643
769	0.15	0.01	0.34426147	0.34927028
769	0.15	0.01	0.35626966	0.22602016
770	0.15	0.01	0.37283242	0.38084096
770	0.15	0.01	0.36047855	0.22182707
771	0.15	0.01	0.38094816	0.3056909
771	0.15	0.01	0.3392345	0.19413108
772	0.15	0.01	0.35700345	0.2733218
772	0.15	0.01	0.3622212	0.18920939
773	0.15	0.01	0.36433044	0.2798537
773	0.15	0.01	0.3488081	0.16768324
774	0.15	0.01	0.3508065	0.2629521
774	0.15	0.01	0.35955417	0.21075945
775	0.15	0.01	0.35807526	0.28195515
775	0.15	0.01	0.3740204	0.19772369
776	0.15	0.01	0.3910123	0.23056076
776	0.15	0.01	0.3543882	0.13636093
777	0.15	0.01	0.351644	0.5830629
777	0.15	0.01	0.37832487	0.14608426
778	0.15	0.01	0.35475266	0.44821545
778	0.15	0.01	0.37216842	0.1530547
779	0.15	0.01	0.37068954	0.41288817
779	0.15	0.01	0.3613813	0.1540204
780	0.15	0.01	0.38154048	0.327971
780	0.15	0.01	0.37267736	0.17756696
781	0.15	0.01	0.37780097	0.32897225
781	0.15	0.01	0.37426427	0.12776394
782	0.15	0.01	0.3888377	0.25320268
782	0.15	0.01	0.36120215	0.13091928
783	0.15	0.01	0.4013187	0.31567612
783	0.15	0.01	0.37757954	0.15915802
784	0.15	0.01	0.39070117	0.26379165
784	0.15	0.01	0.36206654	0.1572466
785	0.15	0.01	0.36180747	0.38048527
785	0.15	0.01	0.36013645	0.16286409
786	0.15	0.01	0.35647485	0.28914586
786	0.15	0.01	0.37002954	0.15997565
787	0.15	0.01	0.3605944	0.25505647
787	0.15	0.01	0.38750157	0.18973546
788	0.15	0.01	0.3822351	0.2811516
788	0.15	0.01	0.37637866	0.19188206
789	0.15	0.01	0.38576967	0.35750964
789	0.15	0.01	0.328039	0.21066804
790	0.15	0.01	0.37279275	0.28798503
790	0.15	0.01	0.3359521	0.18568385
791	0.15	0.01	0.4021673	0.39062518
791	0.15	0.01	0.34427124	0.18476522
792	0.15	0.01	0.39825627	0.3634476
792	0.15	0.01	0.35887322	0.21337624
793	0.15	0.01	0.34270328	0.43761498
793	0.15	0.01	0.3403264	0.19439727
794	0.15	0.01	0.3593209	0.36217618
794	0.15	0.01	0.3486948	0.19553117
795	0.15	0.01	0.36917838	0.32482165
795	0.15	0.01	0.3392969	0.23708461
796	0.15	0.01	0.3471439	0.35435182
796	0.15	0.01	0.34618184	0.2108524
797	0.15	0.01	0.3630539	0.31156987
797	0.15	0.01	0.35651147	0.19888897
798	0.15	0.01	0.3951266	0.25245795
798	0.15	0.01	0.37166652	0.22082396
799	0.15	0.01	0.37726802	0.24519418
799	0.15	0.01	0.35952374	0.3119895
800	0.15	0.01	0.4003698	0.26444036
800	0.15	0.01	0.3362585	0.20205046
801	0.15	0.01	0.39968216	0.24370337
801	0.15	0.01	0.3674361	0.1665464
802	0.15	0.01	0.4057564	0.21437769
802	0.15	0.01	0.35798192	0.15711272
803	0.15	0.01	0.37004644	0.29541147
803	0.15	0.01	0.3796114	0.16783136
804	0.15	0.01	0.3721141	0.40885895
804	0.15	0.01	0.3530472	0.16027524
805	0.15	0.01	0.3764505	0.30021545
805	0.15	0.01	0.3739944	0.20293397
806	0.15	0.01	0.37731144	0.30014947
806	0.15	0.01	0.35707295	0.23458229
807	0.15	0.01	0.38175	0.331966
807	0.15	0.01	0.37789387	0.28460273
808	0.15	0.01	0.3962816	0.26805726
808	0.15	0.01	0.3625874	0.21490003
809	0.15	0.01	0.39534825	0.20950346
809	0.15	0.01	0.37525582	0.1833308
810	0.15	0.01	0.42015433	0.2741733
810	0.15	0.01	0.37807155	0.16666467
811	0.15	0.01	0.41015685	0.44603503
811	0.15	0.01	0.40526223	0.18308839
812	0.15	0.01	0.4193896	0.42378196
812	0.15	0.01	0.38460103	0.14996368
813	0.15	0.01	0.358027	0.23170684
813	0.15	0.01	0.34553006	0.20877786
814	0.15	0.01	0.36390302	0.31590688
814	0.15	0.01	0.35014388	0.19367434
815	0.15	0.01	0.35933998	0.23923294
815	0.15	0.01	0.33646262	0.17405702
816	0.15	0.01	0.39104974	0.6346145
816	0.15	0.01	0.33512467	0.18985957
817	0.15	0.01	0.4144254	0.361966
817	0.15	0.01	0.33584595	0.18722148
818	0.15	0.01	0.39761785	0.34712085
818	0.15	0.01	0.35397676	0.20841606
819	0.15	0.01	0.41095716	0.31031802
819	0.15	0.01	0.35224518	0.26359057
820	0.15	0.01	0.41125238	0.26570824
820	0.15	0.01	0.3596666	0.28794488
821	0.15	0.01	0.43444473	0.27318093
821	0.15	0.01	0.36021492	0.22915012
822	0.15	0.01	0.4275276	0.29851344
822	0.15	0.01	0.36163506	0.20856018
823	0.15	0.01	0.39767945	0.3368493
823	0.15	0.01	0.3537919	0.17779507
824	0.15	0.01	0.3808543	0.31063485
824	0.15	0.01	0.35866925	0.17061178
825	0.15	0.01	0.39508316	0.28666198
825	0.15	0.01	0.38226157	0.19936046
826	0.15	0.01	0.41481888	0.25048184
826	0.15	0.01	0.36143094	0.1941609
827	0.15	0.01	0.40479112	0.3328525
827	0.15	0.01	0.3363081	0.195152
828	0.15	0.01	0.4269567	0.23936953
828	0.15	0.01	0.3470274	0.23449375
829	0.15	0.01	0.38158885	0.2754714
829	0.15	0.01	0.36646613	0.2543285
830	0.15	0.01	0.3672972	0.26838413
830	0.15	0.01	0.35788485	0.28142434
