scene_id	sigma	r	noise_before	noise_after
1148	0.15	0.01	0.37041605	0.21408816
1149	0.15	0.01	0.34139138	0.19623268
1150	0.15	0.01	0.34142697	0.22619785
1151	0.15	0.01	0.33294445	0.1988227
1152	0.15	0.01	0.3677101	0.2180723
1153	0.15	0.01	0.354403	0.19883634
1154	0.15	0.01	0.35380253	0.21029842
1155	0.15	0.01	0.32786515	0.21264523
1156	0.15	0.01	0.351004	0.20899527
1157	0.15	0.01	0.3419994	0.22710451
1158	0.15	0.01	0.34068775	0.18892072
1159	0.15	0.01	0.35930103	0.16533068
1160	0.15	0.01	0.35871026	0.2320072
1161	0.15	0.01	0.3517523	0.23784512
1162	0.15	0.01	0.37229615	0.19352825
1163	0.15	0.01	0.3672604	0.20576724
1164	0.15	0.01	0.3632151	0.19085994
1165	0.15	0.01	0.36235493	0.21155985
1166	0.15	0.01	0.36638966	0.22748847
1167	0.15	0.01	0.33973122	0.18814313
1168	0.15	0.01	0.3533307	0.22216043
1169	0.15	0.01	0.34989044	0.22698931
1170	0.15	0.01	0.33595654	0.20146227
1171	0.15	0.01	0.35568765	0.20122442
1172	0.15	0.01	0.3508486	0.1589325
1173	0.15	0.01	0.35535035	0.1633485
1174	0.15	0.01	0.33967862	0.17918833
1175	0.15	0.01	0.36479327	0.1978406
1176	0.15	0.01	0.34658277	0.20127289
1177	0.15	0.01	0.3409695	0.2097504
1178	0.15	0.01	0.33630443	0.18911314
1179	0.15	0.01	0.35248727	0.2306819
1180	0.15	0.01	0.34511578	0.1975088
1181	0.15	0.01	0.3586377	0.17661987
1182	0.15	0.01	0.36226332	0.18695618
1183	0.15	0.01	0.3556651	0.1811411
1184	0.15	0.01	0.35046044	0.24198328
1185	0.15	0.01	0.34397277	0.24411026
1186	0.15	0.01	0.36101094	0.24074058
1187	0.15	0.01	0.3572352	0.2448723
1188	0.15	0.01	0.34376022	0.21055092
1189	0.15	0.01	0.3578796	0.2601492
1190	0.15	0.01	0.34345105	0.254962
1191	0.15	0.01	0.35369423	0.22739494
1192	0.15	0.01	0.34509933	0.32404807
1193	0.15	0.01	0.37284577	0.21470301
1194	0.15	0.01	0.35183156	0.16319379
1195	0.15	0.01	0.34207278	0.14462946
1196	0.15	0.01	0.35568795	0.20321514
1197	0.15	0.01	0.3313375	0.14489117
1198	0.15	0.01	0.35527843	0.16097255
1199	0.15	0.01	0.3455711	0.16083372
1200	0.15	0.01	0.33638564	0.14190662
1201	0.15	0.01	0.34217533	0.17291622
1202	0.15	0.01	0.33527112	0.17256974
1203	0.15	0.01	0.3536313	0.190781
1204	0.15	0.01	0.32446593	0.1785985
1205	0.15	0.01	0.34769776	0.1947474
1206	0.15	0.01	0.34428775	0.19441044
1207	0.15	0.01	0.3339221	0.20017093
1208	0.15	0.01	0.33619046	0.18673068
1209	0.15	0.01	0.35962257	0.1735726
1210	0.15	0.01	0.34808123	0.14862078
1211	0.15	0.01	0.33395785	0.13481115
1212	0.15	0.01	0.36733323	0.16251355
1213	0.15	0.01	0.3520309	0.14097968
1214	0.15	0.01	0.3312423	0.1393953
1215	0.15	0.01	0.341312	0.15779027
1216	0.15	0.01	0.35900325	0.15421952
1217	0.15	0.01	0.3649128	0.16270897
1218	0.15	0.01	0.34847733	0.16226926
1219	0.15	0.01	0.34860584	0.16517006
1220	0.15	0.01	0.3588942	0.15532988
1221	0.15	0.01	0.33091745	0.1546461
1222	0.15	0.01	0.35265246	0.16055967
1223	0.15	0.01	0.3586794	0.18396011
1224	0.15	0.01	0.3538032	0.22768793
1225	0.15	0.01	0.3347822	0.18734342
1226	0.15	0.01	0.34193778	0.17182583
1227	0.15	0.01	0.3693964	0.2798427
1228	0.15	0.01	0.36574095	0.30678406
1229	0.15	0.01	0.35141104	0.17362519
1230	0.15	0.01	0.38549155	0.22219373
1231	0.15	0.01	0.34523198	0.2064268
1232	0.15	0.01	0.37478212	0.17818055
1233	0.15	0.01	0.34545398	0.1736969
1234	0.15	0.01	0.34773394	0.20814833
1235	0.15	0.01	0.35861754	0.22757673
1236	0.15	0.01	0.33866975	0.22898151
1237	0.15	0.01	0.3470207	0.18463027
1238	0.15	0.01	0.34100506	0.19052678
1239	0.15	0.01	0.35462376	0.18213566
1240	0.15	0.01	0.3559782	0.16309963
1241	0.15	0.01	0.34493828	0.17926855
1242	0.15	0.01	0.34201992	0.1737263
1243	0.15	0.01	0.34190467	0.13519989
1244	0.15	0.01	0.34400314	0.17942788
1245	0.15	0.01	0.36717725	0.20690459
1246	0.15	0.01	0.35864323	0.16392492
1247	0.15	0.01	0.3456045	0.15539743
1248	0.15	0.01	0.33948457	0.17331858
1249	0.15	0.01	0.33930042	0.18418226
1250	0.15	0.01	0.33851764	0.13915095
1251	0.15	0.01	0.33814067	0.22656201
1252	0.15	0.01	0.336148	0.32183987
1253	0.15	0.01	0.3593905	0.28157076
1254	0.15	0.01	0.33370328	0.2694949
1255	0.15	0.01	0.37580913	0.25002018
1256	0.15	0.01	0.33134323	0.25700057
1257	0.15	0.01	0.34899926	0.2795463
1258	0.15	0.01	0.36225942	0.20828895
1259	0.15	0.01	0.353063	0.25641534
1260	0.15	0.01	0.35686135	0.2498761
1261	0.15	0.01	0.36673433	0.255511
1262	0.15	0.01	0.34157512	0.24563944
1263	0.15	0.01	0.3694067	0.28907317
1264	0.15	0.01	0.34877753	0.31575137
1265	0.15	0.01	0.3635018	0.25829542
1266	0.15	0.01	0.3362737	0.24205181
1267	0.15	0.01	0.35866576	0.23702665
1268	0.15	0.01	0.35545728	0.21424408
1269	0.15	0.01	0.33985326	0.24445795
1270	0.15	0.01	0.33096284	0.24172015
1271	0.15	0.01	0.34292006	0.26590103
1272	0.15	0.01	0.34971717	0.24560963
1273	0.15	0.01	0.3525065	0.20698577
1274	0.15	0.01	0.34795848	0.38028005
1275	0.15	0.01	0.3582526	0.2661193
1276	0.15	0.01	0.36565953	0.2571744
1277	0.15	0.01	0.34852147	0.25016817
1278	0.15	0.01	0.34609178	0.2845928
1279	0.15	0.01	0.34314564	0.23341899
1280	0.15	0.01	0.3593325	0.2345381
1281	0.15	0.01	0.35377875	0.2715246
1282	0.15	0.01	0.34469002	0.34304428
1283	0.15	0.01	0.35723266	0.18687594
1284	0.15	0.01	0.3666304	0.19541815
1285	0.15	0.01	0.35925904	0.18558325
1286	0.15	0.01	0.37166363	0.22508097
1287	0.15	0.01	0.35292462	0.18691364
1288	0.15	0.01	0.34078112	0.2066018
1289	0.15	0.01	0.3289224	0.22305514
1290	0.15	0.01	0.3343379	0.24562033
1291	0.15	0.01	0.36349738	0.23743792
1292	0.15	0.01	0.33820873	0.20069851
1293	0.15	0.01	0.3452689	0.22848238
1294	0.15	0.01	0.3475592	0.22720863
1295	0.15	0.01	0.33947372	0.20748127
1296	0.15	0.01	0.34089726	0.17854716
1297	0.15	0.01	0.36024144	0.20188013
1298	0.15	0.01	0.34688246	0.18359707
1299	0.15	0.01	0.36448598	0.2019617
1300	0.15	0.01	0.36596793	0.2208478
1301	0.15	0.01	0.33622143	0.23180088
1302	0.15	0.01	0.34228867	0.26697594
1303	0.15	0.01	0.35137025	0.3105962
1304	0.15	0.01	0.3517791	0.22690876
1305	0.15	0.01	0.34597537	0.30571458
1306	0.15	0.01	0.3516832	0.29627508
1307	0.15	0.01	0.3562566	0.23617116
1308	0.15	0.01	0.33895916	0.23242417
1309	0.15	0.01	0.36918846	0.24790974
1310	0.15	0.01	0.3643509	0.2249725
1311	0.15	0.01	0.3593728	0.23887578
1312	0.15	0.01	0.34672987	0.28966877
1313	0.15	0.01	0.35814258	0.29226956
1314	0.15	0.01	0.36003143	0.23468468
1315	0.15	0.01	0.36492956	0.30241644
1316	0.15	0.01	0.34012574	0.2612511
1317	0.15	0.01	0.37940052	0.31582984
1318	0.15	0.01	0.3539258	0.21444282
1319	0.15	0.01	0.35447752	0.20769529
1320	0.15	0.01	0.37341836	0.22619092
1321	0.15	0.01	0.35805017	0.22971421
1322	0.15	0.01	0.3454039	0.21309921
1323	0.15	0.01	0.35168675	0.20825954
1324	0.15	0.01	0.35722324	0.22533152
1325	0.15	0.01	0.34424675	0.2148985
1326	0.15	0.01	0.360273	0.20321244
1327	0.15	0.01	0.3565588	0.20462906
1328	0.15	0.01	0.3394548	0.2140279
1329	0.15	0.01	0.36589658	0.21325937
1330	0.15	0.01	0.35529032	0.24121302
1331	0.15	0.01	0.3388702	0.2544103
1332	0.15	0.01	0.3459802	0.19794689
1333	0.15	0.01	0.35003677	0.20733792
1334	0.15	0.01	0.33451355	0.22426645
1335	0.15	0.01	0.34327808	0.23517232
1336	0.15	0.01	0.3624447	0.22424643
1337	0.15	0.01	0.3481466	0.27111515
1338	0.15	0.01	0.33981088	0.3129012
1339	0.15	0.01	0.3561459	0.21524836
1340	0.15	0.01	0.3489815	0.21433584
1341	0.15	0.01	0.3755873	0.22928837
1342	0.15	0.01	0.3500111	0.21473476
1343	0.15	0.01	0.36035755	0.20688535
1344	0.15	0.01	0.36501297	0.22462742
1345	0.15	0.01	0.37262204	0.26138753
1346	0.15	0.01	0.35983562	0.21074286
1347	0.15	0.01	0.36022565	0.22346866
1348	0.15	0.01	0.32947785	0.1914188
1349	0.15	0.01	0.34963134	0.19187655
1350	0.15	0.01	0.34757483	0.20271122
1351	0.15	0.01	0.36132705	0.17129251
1352	0.15	0.01	0.35608456	0.19322196
1353	0.15	0.01	0.35292175	0.20012297
1354	0.15	0.01	0.35891998	0.21892807
1355	0.15	0.01	0.35481274	0.26344895
1356	0.15	0.01	0.3613048	0.2495068
1357	0.15	0.01	0.37177905	0.46020302
1358	0.15	0.01	0.35891187	0.39918673
1359	0.15	0.01	0.33509204	0.21804203
1360	0.15	0.01	0.353096	0.23917381
1361	0.15	0.01	0.33727467	0.2071966
1362	0.15	0.01	0.332012	0.20804712
1363	0.15	0.01	0.3353738	0.21344367
1364	0.15	0.01	0.36356044	0.20699094
1365	0.15	0.01	0.3459567	0.2031212
1366	0.15	0.01	0.3635847	0.19743577
1367	0.15	0.01	0.35140428	0.2109082
1368	0.15	0.01	0.35627997	0.22086737
1369	0.15	0.01	0.34483156	0.1954638
1370	0.15	0.01	0.34690818	0.2301264
1371	0.15	0.01	0.34477958	0.2336767
1372	0.15	0.01	0.3445396	0.2751674
1373	0.15	0.01	0.35034674	0.1735602
1374	0.15	0.01	0.35019115	0.21288955
1375	0.15	0.01	0.35316995	0.2648302
1376	0.15	0.01	0.34560227	0.19767454
1377	0.15	0.01	0.34775993	0.20127155
1378	0.15	0.01	0.35606202	0.20538509
1379	0.15	0.01	0.34396896	0.22442374
1380	0.15	0.01	0.33137634	0.20640795
1381	0.15	0.01	0.3437948	0.21777144
1382	0.15	0.01	0.34225976	0.21426992
1383	0.15	0.01	0.37381935	0.20557395
1384	0.15	0.01	0.36394763	0.19895065
1385	0.15	0.01	0.34447852	0.20479341
1386	0.15	0.01	0.34914672	0.22765452
1387	0.15	0.01	0.3527513	0.22046463
1388	0.15	0.01	0.35967892	0.23233421
1389	0.15	0.01	0.35007083	0.221229
1390	0.15	0.01	0.33808997	0.2010107
1391	0.15	0.01	0.34346744	0.2102407
1392	0.15	0.01	0.35064176	0.20569038
1393	0.15	0.01	0.36057663	0.21515206
1394	0.15	0.01	0.3404946	0.23568958
1395	0.15	0.01	0.33852115	0.21271427
1396	0.15	0.01	0.39016217	0.24746336
1397	0.15	0.01	0.34411934	0.21316022
1398	0.15	0.01	0.34110233	0.19623442
1399	0.15	0.01	0.35388798	0.2168631
1400	0.15	0.01	0.35310674	0.20605123
1401	0.15	0.01	0.33012426	0.21093197
1402	0.15	0.01	0.33523217	0.19979921
1403	0.15	0.01	0.3605579	0.20010974
1404	0.15	0.01	0.3548283	0.31316963
1405	0.15	0.01	0.38575932	0.24213919
1406	0.15	0.01	0.3733194	0.24558723
1407	0.15	0.01	0.3461171	0.22734538
1408	0.15	0.01	0.36841068	0.23743954
1409	0.15	0.01	0.35671014	0.22125244
1410	0.15	0.01	0.33753803	0.20590149
1411	0.15	0.01	0.34379238	0.20801954
1412	0.15	0.01	0.36113262	0.2817689
1413	0.15	0.01	0.3618869	0.24446023
1414	0.15	0.01	0.371044	0.23523928
1415	0.15	0.01	0.36095902	0.20125619
1416	0.15	0.01	0.36248416	0.20885986
1417	0.15	0.01	0.33053303	0.24668503
1418	0.15	0.01	0.34062752	0.28028634
1419	0.15	0.01	0.33994147	0.22445664
1420	0.15	0.01	0.362352	0.22343159
1421	0.15	0.01	0.33441222	0.22492519
1422	0.15	0.01	0.34738576	0.21763358
1423	0.15	0.01	0.3375913	0.19838051
1424	0.15	0.01	0.35789517	0.2158722
1425	0.15	0.01	0.35213894	0.2464106
1426	0.15	0.01	0.36214104	0.23262917
1427	0.15	0.01	0.35418475	0.20555182
1428	0.15	0.01	0.35812062	0.22125076
1429	0.15	0.01	0.35846096	0.20513274
1430	0.15	0.01	0.36971095	0.25399315
1431	0.15	0.01	0.3612119	0.24241656
1432	0.15	0.01	0.33937818	0.20456056
1433	0.15	0.01	0.35978988	0.24573481
1434	0.15	0.01	0.34397382	0.21990633
1435	0.15	0.01	0.35659254	0.22177233
1436	0.15	0.01	0.33907276	0.20509978
1437	0.15	0.01	0.33810437	0.20360278
1438	0.15	0.01	0.359407	0.24024925
1439	0.15	0.01	0.35187268	0.22110175
1440	0.15	0.01	0.35716277	0.50352806
1441	0.15	0.01	0.35321212	0.38582572
1442	0.15	0.01	0.36068016	0.33247963
1443	0.15	0.01	0.33944333	0.27652648
1444	0.15	0.01	0.33648887	0.26914835
1445	0.15	0.01	0.33955094	0.27065888
1446	0.15	0.01	0.34198284	0.25882548
1447	0.15	0.01	0.3401438	0.2531319
1448	0.15	0.01	0.34055874	0.27493522
1449	0.15	0.01	0.34626403	0.245059
1450	0.15	0.01	0.36790988	0.23256584
1451	0.15	0.01	0.34236458	0.20274916
1452	0.15	0.01	0.33898118	0.22699235
1453	0.15	0.01	0.33887443	0.20673154
1454	0.15	0.01	0.34936616	0.20843859
1455	0.15	0.01	0.35652545	0.21536316
1456	0.15	0.01	0.3482234	0.2820088
1457	0.15	0.01	0.35360032	0.31388295
1458	0.15	0.01	0.3630904	0.2663692
1459	0.15	0.01	0.35235727	0.23443419
1460	0.15	0.01	0.35256064	0.22555919
1461	0.15	0.01	0.3661034	0.19875622
1462	0.15	0.01	0.3683622	0.20533997
1463	0.15	0.01	0.36378694	0.18690413
1464	0.15	0.01	0.34637666	0.1989915
1465	0.15	0.01	0.35324916	0.19842368
1466	0.15	0.01	0.35863072	0.21110414
1467	0.15	0.01	0.36164013	0.22969647
1468	0.15	0.01	0.36039343	0.2169645
1469	0.15	0.01	0.35269305	0.22514957
1470	0.15	0.01	0.35678977	0.29916275
1471	0.15	0.01	0.3680184	0.19108118
1472	0.15	0.01	0.35196823	0.2063187
1473	0.15	0.01	0.3743261	0.21741585
1474	0.15	0.01	0.35965917	0.19639637
1475	0.15	0.01	0.36892736	0.21581931
1476	0.15	0.01	0.35283595	0.22272179
1477	0.15	0.01	0.3763226	0.26415205
1478	0.15	0.01	0.3645085	0.25188872
1479	0.15	0.01	0.36716712	0.18651518
1480	0.15	0.01	0.36469838	0.20833535
1481	0.15	0.01	0.34267333	0.18697275
1482	0.15	0.01	0.33893272	0.20978424
1483	0.15	0.01	0.3611592	0.20146962
1484	0.15	0.01	0.33760697	0.18683766
1485	0.15	0.01	0.33786052	0.19651319
1486	0.15	0.01	0.35843045	0.21742345
1487	0.15	0.01	0.35051772	0.1882947
1488	0.15	0.01	0.34226906	0.18525732
1489	0.15	0.01	0.35488304	0.25456518
1490	0.15	0.01	0.33897042	0.22564447
1491	0.15	0.01	0.34007972	0.2122007
1492	0.15	0.01	0.35656315	0.23197383
1493	0.15	0.01	0.33598042	0.19654508
1494	0.15	0.01	0.3573431	0.22662954
1495	0.15	0.01	0.36276013	0.2212038
1496	0.15	0.01	0.34144855	0.1880755
1497	0.15	0.01	0.3522542	0.2211041
1498	0.15	0.01	0.3569602	0.19237253
1499	0.15	0.01	0.36765954	0.23267643
1500	0.15	0.01	0.35202718	0.21537194
1501	0.15	0.01	0.37200755	0.26749188
1502	0.15	0.01	0.35051683	0.19429393
1503	0.15	0.01	0.3549241	0.18940288
1504	0.15	0.01	0.3590062	0.27864426
1505	0.15	0.01	0.36588496	0.15533358
1506	0.15	0.01	0.36351326	0.13940984
1507	0.15	0.01	0.3622689	0.13277175
1508	0.15	0.01	0.38373262	0.14806223
1509	0.15	0.01	0.3404105	0.13598165
1510	0.15	0.01	0.3622938	0.16395295
1511	0.15	0.01	0.38045558	0.14512233
1512	0.15	0.01	0.3708694	0.1761555
1513	0.15	0.01	0.3794076	0.16174357
1514	0.15	0.01	0.35330635	0.163239
1515	0.15	0.01	0.3550005	0.17806168
1516	0.15	0.01	0.36642087	0.15104531
1517	0.15	0.01	0.36043945	0.14167498
1518	0.15	0.01	0.3544713	0.12943004
1519	0.15	0.01	0.340374	0.13790926
1520	0.15	0.01	0.37387136	0.16222529
1521	0.15	0.01	0.33909252	0.11396226
1522	0.15	0.01	0.3663391	0.17114212
1523	0.15	0.01	0.36888167	0.14800966
1524	0.15	0.01	0.35087317	0.13878602
1525	0.15	0.01	0.3671263	0.12804824
1526	0.15	0.01	0.36946625	0.17303611
1527	0.15	0.01	0.36363629	0.16689527
1528	0.15	0.01	0.37254384	0.17396432
1529	0.15	0.01	0.35192958	0.16420487
1530	0.15	0.01	0.37117034	0.15089299
1531	0.15	0.01	0.36780003	0.17134134
1532	0.15	0.01	0.38619208	0.14511815
1533	0.15	0.01	0.36777863	0.16045395
1534	0.15	0.01	0.36892158	0.15504529
1535	0.15	0.01	0.34856915	0.23923036
1536	0.15	0.01	0.37288257	0.24000016
1537	0.15	0.01	0.35323554	0.20398588
1538	0.15	0.01	0.35182193	0.22874707
1539	0.15	0.01	0.364483	0.24297239
1540	0.15	0.01	0.34988004	0.22318508
1541	0.15	0.01	0.3552175	0.25953883
1542	0.15	0.01	0.3444505	0.24881756
1543	0.15	0.01	0.34287593	0.21605326
1544	0.15	0.01	0.35712546	0.21138868
1545	0.15	0.01	0.34072042	0.19876836
1546	0.15	0.01	0.35310143	0.19972311
1547	0.15	0.01	0.34441486	0.19800992
1548	0.15	0.01	0.34310135	0.23743668
1549	0.15	0.01	0.3373785	0.22223362
1550	0.15	0.01	0.3544662	0.2540216
1551	0.15	0.01	0.3392435	0.23571551
1552	0.15	0.01	0.35852227	0.21891749
1553	0.15	0.01	0.35913205	0.21613497
1554	0.15	0.01	0.36390293	0.22597654
1555	0.15	0.01	0.3469612	0.231011
1556	0.15	0.01	0.35751578	0.28276742
1557	0.15	0.01	0.34918872	0.23237242
1558	0.15	0.01	0.33251882	0.22608472
1559	0.15	0.01	0.3379593	0.23714466
1560	0.15	0.01	0.3506374	0.2623151
1561	0.15	0.01	0.36498114	0.21936317
1562	0.15	0.01	0.35006627	0.23691525
1563	0.15	0.01	0.352859	0.265509
1564	0.15	0.01	0.35658717	0.22159742
1565	0.15	0.01	0.33820993	0.21455477
1566	0.15	0.01	0.3527312	0.23606029
1567	0.15	0.01	0.3346725	0.26513514
1568	0.15	0.01	0.3480467	0.2451393
1569	0.15	0.01	0.3481046	0.21160774
1570	0.15	0.01	0.35536262	0.24213943
1571	0.15	0.01	0.33459708	0.2520777
1572	0.15	0.01	0.35604095	0.2131488
1573	0.15	0.01	0.35837844	0.21246365
1574	0.15	0.01	0.3336118	0.20871133
1575	0.15	0.01	0.3721785	0.2924572
1576	0.15	0.01	0.34190765	0.22414485
1577	0.15	0.01	0.33061433	0.2654542
1578	0.15	0.01	0.33863908	0.20666374
1579	0.15	0.01	0.36805362	0.21249601
1580	0.15	0.01	0.36826423	0.19051912
1581	0.15	0.01	0.34625328	0.17460665
1582	0.15	0.01	0.3537179	0.19384116
1583	0.15	0.01	0.3598945	0.15409203
1584	0.15	0.01	0.35418364	0.15277733
1585	0.15	0.01	0.3560277	0.16750894
1586	0.15	0.01	0.3413217	0.14249602
1587	0.15	0.01	0.35151348	0.2762078
1588	0.15	0.01	0.350663	0.21418913
1589	0.15	0.01	0.36220834	0.24275935
1590	0.15	0.01	0.33549652	0.20161617
1591	0.15	0.01	0.34141663	0.2028566
1592	0.15	0.01	0.3504756	0.17564943
1593	0.15	0.01	0.34700134	0.2534206
1594	0.15	0.01	0.3535688	0.23360577
1595	0.15	0.01	0.34588853	0.21050233
1596	0.15	0.01	0.3432717	0.185371
1597	0.15	0.01	0.3394492	0.14600278
1598	0.15	0.01	0.33350822	0.1598838
1599	0.15	0.01	0.33647424	0.13972516
1600	0.15	0.01	0.36095178	0.17138687
1601	0.15	0.01	0.36456352	0.1722867
1602	0.15	0.01	0.35127127	0.16007724
1603	0.15	0.01	0.39261487	0.32224795
1604	0.15	0.01	0.365199	0.21050079
1605	0.15	0.01	0.3549968	0.21396133
1606	0.15	0.01	0.36350712	0.21085413
1607	0.15	0.01	0.34146613	0.17887598
1608	0.15	0.01	0.3596962	0.17194743
1609	0.15	0.01	0.365268	0.1763371
1610	0.15	0.01	0.356933	0.17835937
1611	0.15	0.01	0.35877743	0.1861802
1612	0.15	0.01	0.35442942	0.25070012
1613	0.15	0.01	0.34805134	0.24564864
1614	0.15	0.01	0.34143853	0.21421196
1615	0.15	0.01	0.35546383	0.25560534
1616	0.15	0.01	0.34170896	0.24162348
1617	0.15	0.01	0.33915737	0.23817395
1618	0.15	0.01	0.33886382	0.19841301
1619	0.15	0.01	0.3566809	0.26218644
1620	0.15	0.01	0.36161503	0.21660742
1621	0.15	0.01	0.3584246	0.24729519
1622	0.15	0.01	0.35369188	0.23475662
1623	0.15	0.01	0.3592807	0.27300277
1624	0.15	0.01	0.35366666	0.33987138
1625	0.15	0.01	0.34162986	0.24384752
1626	0.15	0.01	0.32938442	0.19542035
1627	0.15	0.01	0.3460553	0.19415708
1628	0.15	0.01	0.34310094	0.21703933
1629	0.15	0.01	0.3733081	0.27260804
1630	0.15	0.01	0.36420333	0.24933936
1631	0.15	0.01	0.34425718	0.41593316
1632	0.15	0.01	0.3494344	0.3067767
1633	0.15	0.01	0.34301025	0.22873081
1634	0.15	0.01	0.35348856	0.22994371
1635	0.15	0.01	0.34394115	0.22290665
1636	0.15	0.01	0.35964435	0.20969175
1637	0.15	0.01	0.3401929	0.20135178
1638	0.15	0.01	0.35126045	0.22190543
1639	0.15	0.01	0.36572978	0.20686571
1640	0.15	0.01	0.34887126	0.22942095
1641	0.15	0.01	0.33956307	0.20265245
1642	0.15	0.01	0.3465283	0.19144514
1643	0.15	0.01	0.3298639	0.18425773
1644	0.15	0.01	0.33522043	0.18963398
1645	0.15	0.01	0.35478678	0.21470869
1646	0.15	0.01	0.35648566	0.19464384
1647	0.15	0.01	0.368293	0.24132568
1648	0.15	0.01	0.35176873	0.21836963
1649	0.15	0.01	0.3332995	0.25285205
1650	0.15	0.01	0.34030345	0.22363815
1651	0.15	0.01	0.3314905	0.20073748
1652	0.15	0.01	0.338759	0.21516104
1653	0.15	0.01	0.34341317	0.20974608
1654	0.15	0.01	0.35114846	0.17881927
1655	0.15	0.01	0.35417014	0.18729736
1656	0.15	0.01	0.35596272	0.2082141
1657	0.15	0.01	0.3647462	0.225686
1658	0.15	0.01	0.35091427	0.2266365
1659	0.15	0.01	0.3614998	0.22273499
1660	0.15	0.01	0.34360617	0.22262333
1661	0.15	0.01	0.34465262	0.19776979
1662	0.15	0.01	0.34997022	0.21067753
1663	0.15	0.01	0.34111857	0.20536299
1664	0.15	0.01	0.36624572	0.2334589
1665	0.15	0.01	0.3583625	0.2117719
1666	0.15	0.01	0.3486892	0.2079803
1667	0.15	0.01	0.34657547	0.19048896
1668	0.15	0.01	0.34378833	0.22296986
1669	0.15	0.01	0.3618034	0.21958555
1670	0.15	0.01	0.34966874	0.17723793
1671	0.15	0.01	0.33625647	0.21880536
1672	0.15	0.01	0.35168755	0.17874767
1673	0.15	0.01	0.34280577	0.1726628
1674	0.15	0.01	0.34447086	0.12795617
1675	0.15	0.01	0.3584366	0.17436588
1676	0.15	0.01	0.34243762	0.1637582
1677	0.15	0.01	0.3387364	0.15292
1678	0.15	0.01	0.35913062	0.17483845
1679	0.15	0.01	0.35054025	0.17587475
1680	0.15	0.01	0.3626789	0.19548
1681	0.15	0.01	0.35589406	0.22617675
1682	0.15	0.01	0.36967772	0.23992197
1683	0.15	0.01	0.3509536	0.21319807
1684	0.15	0.01	0.34633437	0.19965923
1685	0.15	0.01	0.35914457	0.2017776
1686	0.15	0.01	0.3621048	0.19548889
1687	0.15	0.01	0.34553128	0.19323821
1688	0.15	0.01	0.3621789	0.19704273
1689	0.15	0.01	0.35007623	0.27450725
1690	0.15	0.01	0.3677393	0.22397077
1691	0.15	0.01	0.37649247	0.24010801
1692	0.15	0.01	0.3283657	0.19622089
1693	0.15	0.01	0.35326797	0.19783978
1694	0.15	0.01	0.35209674	0.19967353
1695	0.15	0.01	0.37092632	0.21422972
1696	0.15	0.01	0.3397423	0.19720511
1697	0.15	0.01	0.35728684	0.22334637
1698	0.15	0.01	0.35455945	0.20040677
1699	0.15	0.01	0.3549502	0.2185588
1700	0.15	0.01	0.35456687	0.21013395
1701	0.15	0.01	0.3478376	0.18177345
1702	0.15	0.01	0.36066025	0.22358371
1703	0.15	0.01	0.3476177	0.22369568
1704	0.15	0.01	0.34705982	0.22155245
1705	0.15	0.01	0.3509719	0.24864823
1706	0.15	0.01	0.37654126	0.2266223
1707	0.15	0.01	0.36387825	0.19748762
1708	0.15	0.01	0.3506568	0.21964617
1709	0.15	0.01	0.35253903	0.20568618
1710	0.15	0.01	0.34780735	0.20733194
1711	0.15	0.01	0.35045817	0.21790856
1712	0.15	0.01	0.35348997	0.2480765
1713	0.15	0.01	0.35769132	0.2295888
1714	0.15	0.01	0.34837592	0.19503586
1715	0.15	0.01	0.36371174	0.21573362
1716	0.15	0.01	0.34791535	0.19544582
1717	0.15	0.01	0.33024892	0.21410929
1718	0.15	0.01	0.35678437	0.24301477
1719	0.15	0.01	0.35295367	0.28798923
1720	0.15	0.01	0.34471262	0.2234501
1721	0.15	0.01	0.35252893	0.23842943
1722	0.15	0.01	0.34886253	0.2727793
1723	0.15	0.01	0.35104448	0.18475443
1724	0.15	0.01	0.36431187	0.22820927
1725	0.15	0.01	0.34197083	0.21897307
1726	0.15	0.01	0.34909633	0.29513144
1727	0.15	0.01	0.34677374	0.29497948
1728	0.15	0.01	0.34689662	0.27815995
1729	0.15	0.01	0.3393083	0.25657663
1730	0.15	0.01	0.33986843	0.25542533
1731	0.15	0.01	0.34387708	0.21715483
1732	0.15	0.01	0.3590717	0.1979293
1733	0.15	0.01	0.35416	0.2173554
1734	0.15	0.01	0.35467556	0.20120224
1735	0.15	0.01	0.34869742	0.21336481
1736	0.15	0.01	0.36146045	0.23374659
1737	0.15	0.01	0.34973907	0.22122976
1738	0.15	0.01	0.3481147	0.22898059
1739	0.15	0.01	0.34493613	0.21312541
1740	0.15	0.01	0.34642127	0.15732989
1741	0.15	0.01	0.35264352	0.18590769
1742	0.15	0.01	0.326381	0.1814168
1743	0.15	0.01	0.35512927	0.21559812
1744	0.15	0.01	0.34137467	0.17842531
1745	0.15	0.01	0.3782455	0.2509154
1746	0.15	0.01	0.34473205	0.21564768
1747	0.15	0.01	0.35359764	0.20383888
1748	0.15	0.01	0.34747162	0.18787168
1749	0.15	0.01	0.36831543	0.1948512
1750	0.15	0.01	0.33208984	0.22131172
1751	0.15	0.01	0.3397482	0.19945219
1752	0.15	0.01	0.3451572	0.18849707
1753	0.15	0.01	0.3552416	0.2781013
1754	0.15	0.01	0.3432117	0.24632919
1755	0.15	0.01	0.35162944	0.26967663
1756	0.15	0.01	0.36528903	0.25942567
